Masked ID,Started on,Completed,Grade/41,Q. 1 /5,Q. 2 /2,Q. 3 /5,Q. 4 /1,Q. 5 /1,Q. 6 /1,Q. 7 /1,Q. 8 /1,Q. 9 /1,Q. 10 /1,Q. 11 /1,Q. 12 /1,Q. 13 /1,Q. 14 /1,Q. 15 /1,Q. 16 /1,Q. 17 /1,Q. 18 /1,Q. 19 /1,Q. 20 /1,Q. 21 /1,Q. 22 /1,Q. 23 /1,Q. 24 /1,Q. 25 /1,Q. 26 /1,Q. 27 /1,Q. 28 /1,Q. 29 /1,Q. 30 /1,Q. 31 /1,Q. 32 /1
2259833,29/7/19 2:20,29/7/19 2:43,30,5,2,4,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0
2264504,29/7/19 2:37,29/7/19 2:48,18,5,2,4,1,1,1,1,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
2261058,28/7/19 23:05,29/7/19 2:57,34,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
2299525,29/7/19 2:46,29/7/19 3:16,35,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
2292713,29/7/19 8:18,29/7/19 8:44,34,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1
2263363,28/7/19 16:54,29/7/19 9:12,23,4,2,5,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,-,-,-,-,1,1,0,0,0,1,1
2294978,20/7/19 14:15,29/7/19 9:20,35,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2294978,29/7/19 9:21,29/7/19 9:25,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2294978,29/7/19 9:26,29/7/19 9:29,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2257649,28/7/19 18:04,29/7/19 9:46,34,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-,-,-,1,1,0,1,1,0,0
2282015,24/7/19 9:20,29/7/19 9:47,33,5,2,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,-,1,0,1,1,0,1,1
2266090,29/7/19 8:42,29/7/19 10:04,37,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1
2293294,22/7/19 13:42,29/7/19 10:08,24,5,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
2260999,29/7/19 10:03,29/7/19 10:13,14,5,2,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-
2258468,28/7/19 18:01,29/7/19 10:13,30,5,2,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
2297491,22/7/19 21:16,29/7/19 10:16,17,5,2,-,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260999,29/7/19 10:13,29/7/19 10:18,31,5,2,5,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,-,1,1,0,1,0,1,1,-,0,-,1,1,1
2260999,29/7/19 10:36,29/7/19 10:41,37,5,2,5,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
2266658,24/7/19 19:58,29/7/19 10:46,14,3,2,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284697,28/7/19 19:22,29/7/19 11:19,36,5,1,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2294462,29/7/19 11:04,29/7/19 11:23,16,3,2,3,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,-,0,0,-,-,-,0,0,1,0,0,0,0
2257335,29/7/19 11:06,29/7/19 11:30,34,3,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
2296474,28/7/19 20:33,29/7/19 11:33,26,3,2,5,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,-,-,-,-,-,-,0,0,1,1
2299485,29/7/19 11:33,29/7/19 11:43,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2262244,29/7/19 10:27,29/7/19 11:45,30,3,2,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
2294099,29/7/19 11:02,29/7/19 11:46,32,5,2,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
2264504,29/7/19 10:59,29/7/19 11:53,23,5,2,5,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,-,-,-,-,-,-,0,-,-,0,0,1,1
2262244,29/7/19 11:46,29/7/19 11:54,40,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2262244,29/7/19 11:55,29/7/19 11:57,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2171061,24/7/19 15:08,29/7/19 12:01,14,3,2,5,0,0,1,1,0,0,0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2297146,29/7/19 11:04,29/7/19 12:12,35,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
2162079,29/7/19 11:28,29/7/19 12:20,23,2,2,5,1,0,1,1,1,1,1,1,1,1,1,-,-,-,1,0,1,1,1,-,-,-,0,0,0,-,-,-,-
2298703,29/7/19 12:15,29/7/19 12:21,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2296590,29/7/19 11:39,29/7/19 12:41,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2283843,29/7/19 11:56,29/7/19 12:44,33,5,2,5,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
2294737,29/7/19 11:07,29/7/19 12:49,25,5,2,4,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2282466,29/7/19 12:42,29/7/19 13:30,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
2299496,29/7/19 12:05,29/7/19 13:35,32,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
2281101,29/7/19 13:07,29/7/19 13:48,33,5,2,5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0
2296876,28/7/19 20:46,29/7/19 13:59,25,5,2,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0
2280694,29/7/19 10:37,29/7/19 13:59,31,5,2,2,1,1,1,1,1,1,1,1,1,1,1,-,1,0,1,1,1,1,1,-,-,-,1,1,-,1,0,1,1
2298367,29/7/19 13:29,29/7/19 14:01,38,5,2,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2293218,28/7/19 15:19,29/7/19 14:07,33,5,2,3,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2298789,21/7/19 1:16,29/7/19 14:13,33,5,2,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
2298532,21/7/19 10:40,29/7/19 14:18,33,3,1,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2219667,29/7/19 13:36,29/7/19 14:24,35,4,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1
2293145,29/7/19 13:35,29/7/19 14:26,33,5,2,5,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
2266047,29/7/19 13:36,29/7/19 14:29,21,5,2,4,1,1,1,1,1,1,1,0,-,0,0,1,1,1,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-
2294430,27/7/19 23:45,29/7/19 14:30,27,4,2,5,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
2261027,28/7/19 18:56,29/7/19 14:32,37,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
2298600,26/7/19 0:11,29/7/19 14:32,37,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
2298466,29/7/19 14:06,29/7/19 14:41,20,3,1,4,0,1,1,1,1,0,1,1,0,0,0,1,1,1,-,-,-,-,-,0,-,-,0,0,-,1,-,1,1
2279521,29/7/19 13:43,29/7/19 14:42,30,5,2,5,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
2297016,29/7/19 14:14,29/7/19 14:44,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2297440,25/7/19 14:58,29/7/19 14:44,38,5,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2242622,29/7/19 14:05,29/7/19 14:45,15,4,2,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282961,29/7/19 14:21,29/7/19 14:45,20,4,2,4,1,1,1,1,1,1,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2214442,29/7/19 14:21,29/7/19 14:51,37,5,2,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
2267316,29/7/19 14:32,29/7/19 14:53,24,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2283500,29/7/19 14:39,29/7/19 15:02,23,4,2,5,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2232912,29/7/19 13:42,29/7/19 15:04,18,4,2,5,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232669,29/7/19 14:37,29/7/19 15:05,35,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2298361,29/7/19 15:02,29/7/19 15:21,25,3,2,3,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2293226,28/7/19 19:18,29/7/19 15:32,33,5,2,5,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
2294736,29/7/19 15:06,29/7/19 15:38,34,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1
2281741,29/7/19 14:40,29/7/19 15:39,28,5,2,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-,1,0,1,0,-,0,0
2257860,29/7/19 15:18,29/7/19 15:47,33,3,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-,1,1
2281267,29/7/19 15:04,29/7/19 15:59,21,4,2,4,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,-,-,0,0,0,0,0,1,0,-,0,0,1,1
2281268,28/7/19 21:50,29/7/19 16:26,32,4,2,5,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
2297203,29/7/19 16:02,29/7/19 16:30,33,4,2,5,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2298357,29/7/19 12:14,29/7/19 16:46,35,5,2,5,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2281267,29/7/19 16:00,29/7/19 16:46,36,5,2,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-,1,1,1,1
2298357,29/7/19 16:47,29/7/19 16:58,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2248940,28/7/19 14:50,29/7/19 17:40,23,3,2,4,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2223706,26/7/19 15:04,29/7/19 17:50,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2244818,29/7/19 17:57,29/7/19 18:17,27,5,2,3,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,-,1,1
2260679,29/7/19 18:29,29/7/19 18:29,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2260679,29/7/19 18:30,29/7/19 19:26,35,2,2,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2209610,29/7/19 18:46,29/7/19 19:27,36,5,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,0,0,1,1
2268885,29/7/19 13:59,29/7/19 20:11,25,5,2,4,1,0,1,1,1,1,1,-,0,1,1,1,0,0,1,1,1,1,1,-,-,-,0,-,-,-,-,-,-
2262161,29/7/19 17:49,29/7/19 20:28,37,5,2,5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
2298472,29/7/19 18:21,29/7/19 20:40,31,5,2,5,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
2269651,29/7/19 19:50,29/7/19 20:42,25,4,2,4,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2260462,29/7/19 17:49,29/7/19 20:47,31,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,-,1,1,1
2296813,29/7/19 15:03,29/7/19 20:51,30,4,1,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-,-,-,-,-,-,0,1,1,1
2282015,29/7/19 19:55,29/7/19 20:56,31,5,2,5,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,-,-,-,1,0,0,1,0,1,1
2269651,29/7/19 20:45,29/7/19 20:56,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2293087,29/7/19 19:47,29/7/19 20:57,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
2266497,29/7/19 20:23,29/7/19 21:08,26,5,2,4,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
2292327,29/7/19 11:22,29/7/19 21:10,28,4,1,5,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
2215363,28/7/19 22:03,29/7/19 21:22,16,5,2,5,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2292327,29/7/19 21:15,29/7/19 21:23,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2213256,29/7/19 21:53,29/7/19 21:59,13,2,2,2,1,1,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2213256,29/7/19 22:00,29/7/19 22:06,37,5,2,4,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-,1,1,1
2297648,29/7/19 19:42,29/7/19 22:09,35,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
2230450,29/7/19 20:12,29/7/19 22:12,10,3,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2297069,22/7/19 12:27,29/7/19 22:14,34,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
2215363,29/7/19 21:24,29/7/19 22:14,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
2278751,29/7/19 22:00,29/7/19 22:40,29,4,2,4,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,-,1,1,0,0,0,1,1
2296821,29/7/19 13:04,29/7/19 22:51,33,5,2,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
2297519,21/7/19 0:05,29/7/19 23:22,32,5,2,5,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
2224626,29/7/19 8:48,29/7/19 23:31,35,5,2,5,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
2208975,29/7/19 22:36,29/7/19 23:31,35,5,2,5,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
2295128,28/7/19 13:25,29/7/19 23:53,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2230091,29/7/19 23:42,29/7/19 23:59,11,1,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2297299,29/7/19 23:31,30/7/19 0:04,31,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2293261,30/7/19 0:16,30/7/19 0:30,16,3,2,4,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2262387,29/7/19 23:29,30/7/19 0:33,23,5,2,5,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2267845,30/7/19 0:42,30/7/19 1:14,26,5,2,4,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
2276825,30/7/19 1:45,30/7/19 2:09,10,2,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
2284646,29/7/19 12:22,30/7/19 2:18,39,5,1,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2293261,30/7/19 0:30,30/7/19 6:40,29,5,2,5,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,-,0,1,1,1
2231950,30/7/19 6:36,30/7/19 7:20,17,2,2,5,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2231950,30/7/19 7:21,30/7/19 7:24,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2266691,29/7/19 21:13,30/7/19 8:39,24,5,2,4,1,1,1,1,1,0,0,1,-,1,1,-,-,-,0,0,0,-,-,-,-,-,1,0,0,1,1,1,1
2296984,29/7/19 23:22,30/7/19 8:42,34,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-,0,0,0,0
2266691,30/7/19 8:54,30/7/19 8:57,28,5,2,5,1,1,1,1,1,0,0,1,-,1,1,1,1,-,0,0,0,1,-,-,-,-,1,0,0,1,1,1,1
2230091,30/7/19 8:58,30/7/19 9:04,36,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
2270649,30/7/19 8:44,30/7/19 9:09,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
2294551,30/7/19 9:04,30/7/19 9:38,30,5,2,5,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0
2297008,30/7/19 9:13,30/7/19 9:46,33,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
2258607,30/7/19 8:53,30/7/19 10:29,25,5,2,5,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,-,0,0
2294465,29/7/19 15:02,30/7/19 10:42,40,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2298555,30/7/19 9:21,30/7/19 10:54,37,5,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
2297613,30/7/19 10:07,30/7/19 10:58,33,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
2280250,30/7/19 10:14,30/7/19 11:22,37,5,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2298523,30/7/19 11:03,30/7/19 11:28,32,4,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,-,1,1,0,0,0,1,1,1,-,-,-,1,1,1,1
2296698,29/7/19 14:25,30/7/19 11:39,37,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
2289582,30/7/19 10:58,30/7/19 11:41,30,5,1,5,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0
2267024,30/7/19 11:08,30/7/19 11:42,31,5,2,5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2283613,30/7/19 11:20,30/7/19 11:47,34,5,2,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1
2277079,30/7/19 11:03,30/7/19 11:52,34,5,2,5,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
2254995,30/7/19 10:55,30/7/19 11:54,29,4,2,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-,-,1,0,0,0,0,0,0
2273276,30/7/19 12:00,30/7/19 12:26,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2231416,30/7/19 11:59,30/7/19 12:33,34,4,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
2242622,30/7/19 13:06,30/7/19 13:11,40,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2258911,23/7/19 16:05,30/7/19 13:39,37,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
2287050,30/7/19 13:44,30/7/19 13:51,35,5,2,5,1,1,1,1,1,0,1,1,0,0,0,-,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2243495,27/7/19 11:41,30/7/19 14:50,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
2299437,30/7/19 13:35,30/7/19 15:04,36,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
2296983,30/7/19 14:56,30/7/19 15:19,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2281267,30/7/19 14:13,30/7/19 15:20,23,3,2,4,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0
2297155,30/7/19 14:31,30/7/19 15:23,35,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
2276122,20/7/19 21:09,30/7/19 15:36,31,5,2,5,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
2298464,30/7/19 14:11,30/7/19 15:40,33,5,1,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,-,1,1
2294375,26/7/19 18:13,30/7/19 15:55,24,2,2,3,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
2299437,30/7/19 15:51,30/7/19 15:58,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2270826,30/7/19 15:36,30/7/19 16:19,14,3,1,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,0
2265006,30/7/19 15:34,30/7/19 16:22,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2270055,27/7/19 20:36,30/7/19 16:38,25,4,2,5,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2299516,30/7/19 16:13,30/7/19 16:53,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2289753,26/7/19 17:37,30/7/19 17:04,31,5,0,5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
