Masked ID,Started on,Completed,Grade/40,Q. 1 /5,Q. 2 /2,Q. 3 /5,Q. 4 /1,Q. 5 /1,Q. 6 /1,Q. 7 /1,Q. 8 /1,Q. 9 /1,Q. 10 /1,Q. 11 /1,Q. 12 /1,Q. 13 /1,Q. 14 /1,Q. 15 /1,Q. 16 /1,Q. 17 /1,Q. 18 /1,Q. 19 /1,Q. 20 /1,Q. 21 /1,Q. 22 /1,Q. 23 /1,Q. 24 /1,Q. 25 /1,Q. 26 /1,Q. 27 /1,Q. 28 /1,Q. 29 /1,Q. 30 /1,Q. 31 /1
452811,23/2/20 20:13,2/3/20 17:29,21,4,1,4,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-,-,-,1,0,1,0,0,1
596505,23/2/20 20:21,23/2/20 20:46,16,3,1,4,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
596505,23/2/20 20:47,23/2/20 20:54,20,5,2,4,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
596505,23/2/20 20:55,23/2/20 20:59,22,5,2,5,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
596505,23/2/20 21:00,23/2/20 21:05,25,5,2,5,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
587233,23/2/20 21:08,29/2/20 14:29,28,4,2,5,1,1,1,1,0,0,1,0,0,1,1,1,-,0,1,1,1,1,1,-,-,-,1,1,-,1,-,1
604532,23/2/20 21:27,24/2/20 0:04,29,5,2,5,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,-,1,-,-,-,-,1,0,0,1,1,1
523833,23/2/20 21:54,23/2/20 23:04,23,5,2,5,1,1,1,1,1,0,1,-,-,0,1,1,1,0,-,-,-,-,-,-,-,-,-,-,-,1,1,0
598529,23/2/20 22:02,1/3/20 23:20,28,5,2,5,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,-,-,0
595150,23/2/20 22:09,27/2/20 22:08,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550382,23/2/20 22:22,23/2/20 22:27,9,4,0,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
550382,23/2/20 22:28,23/2/20 23:56,15,4,2,4,1,1,1,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
558614,23/2/20 22:52,23/2/20 23:26,24,3,2,4,0,1,1,1,1,0,1,1,1,1,1,0,0,-,1,1,1,1,1,0,0,0,0,0,0,0,0,1
523950,23/2/20 23:24,24/2/20 0:22,28,5,2,5,1,0,1,1,1,0,1,0,-,1,1,1,1,1,0,0,1,0,1,-,-,-,1,0,1,1,1,0
550382,23/2/20 23:58,24/2/20 0:05,18,5,2,5,1,1,1,1,1,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
550382,24/2/20 0:06,24/2/20 0:18,21,5,2,5,1,1,1,1,1,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
563828,24/2/20 0:06,24/2/20 0:55,24,2,2,3,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
463818,24/2/20 3:26,24/2/20 3:56,25,5,0,5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,-,0,0,0
446940,24/2/20 4:10,24/2/20 5:13,24,5,2,5,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,-,0,1,1
515929,24/2/20 4:12,24/2/20 4:55,34,4,2,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
509625,24/2/20 4:51,24/2/20 17:46,15,2,2,3,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,-,-,-,-,0,0,0,1,1,0
543568,24/2/20 5:52,24/2/20 6:40,36,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-
542211,24/2/20 8:17,24/2/20 9:18,22,5,2,5,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-,1,1,-,0,0,0
542211,24/2/20 9:22,24/2/20 9:27,19,5,2,5,1,1,1,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
542211,24/2/20 9:28,24/2/20 9:28,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
542211,24/2/20 9:28,24/2/20 22:54,35,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,1,1,-,-,1,1
591256,24/2/20 9:52,24/2/20 10:44,35,5,2,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
570765,24/2/20 10:44,24/2/20 11:15,30,4,2,5,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
572454,24/2/20 11:04,24/2/20 11:24,25,5,2,4,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,-,-,-,-,1,0,-,1,0,0
598247,24/2/20 11:42,24/2/20 12:17,17,4,2,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-,-,-,-,-,-,-,-,-,1
587166,24/2/20 11:47,24/2/20 12:12,23,2,2,5,1,0,1,1,0,1,0,0,1,1,-,1,-,1,1,1,1,0,-,-,-,-,-,-,-,1,1,1
610566,24/2/20 11:53,28/2/20 13:03,36,5,2,5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
526867,24/2/20 12:00,24/2/20 14:04,31,5,2,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
517630,24/2/20 12:15,24/2/20 12:57,19,4,2,4,0,0,1,0,1,0,0,0,0,0,-,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
649513,24/2/20 12:40,24/2/20 17:33,37,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
594707,24/2/20 13:03,25/2/20 14:51,36,5,2,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
517630,24/2/20 13:06,24/2/20 14:08,26,5,2,5,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1
524799,24/2/20 13:18,25/2/20 9:42,24,5,2,5,1,1,1,1,1,0,1,1,0,0,1,-,-,-,-,-,-,1,0,-,-,-,0,0,1,1,1,-
543491,24/2/20 13:34,24/2/20 14:13,32,5,2,5,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
491439,24/2/20 13:49,25/2/20 18:55,29,5,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,-,0,0,0
543560,24/2/20 14:01,25/2/20 16:10,29,5,0,5,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1
568977,24/2/20 14:57,24/2/20 15:52,37,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
563828,24/2/20 14:58,26/2/20 13:19,24,5,2,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,-,1,0,0,1,1,0,0,0,-,-,0
522556,24/2/20 14:59,28/2/20 11:03,27,4,2,5,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,-,0,0,0,0,-,1
601887,24/2/20 15:08,26/2/20 14:25,35,5,2,4,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,-,1,1,1
590462,24/2/20 15:09,28/2/20 9:33,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
596085,24/2/20 15:09,24/2/20 21:52,37,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
583547,24/2/20 15:12,24/2/20 15:40,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
589545,24/2/20 16:16,24/2/20 17:23,32,5,2,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
599931,24/2/20 16:53,24/2/20 17:34,27,5,2,5,1,1,0,1,1,0,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
448705,24/2/20 17:25,25/2/20 0:06,11,2,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
462572,24/2/20 18:18,24/2/20 18:35,17,4,2,4,1,1,1,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
570589,24/2/20 18:19,24/2/20 19:17,26,5,2,4,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,-,-,0
649513,24/2/20 18:29,24/2/20 18:34,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
462572,24/2/20 18:36,24/2/20 23:30,29,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,-,-,-,-,-,-,-,-,-
649513,24/2/20 18:41,24/2/20 18:45,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598238,24/2/20 18:41,24/2/20 20:33,30,3,2,5,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
595054,24/2/20 20:00,24/2/20 20:39,28,3,1,5,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-,-,-,1,-,0
498365,24/2/20 20:41,24/2/20 21:12,37,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
367999,24/2/20 20:59,29/2/20 13:18,30,5,-,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-,-,1,1,0,0,1,0
595717,24/2/20 21:23,24/2/20 21:50,35,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,-,-,1
642958,24/2/20 21:50,24/2/20 22:40,34,5,2,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1
511283,24/2/20 22:40,24/2/20 23:10,32,4,0,4,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
325452,24/2/20 22:42,25/2/20 10:51,16,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,-,1
609874,24/2/20 23:06,24/2/20 23:46,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462572,24/2/20 23:31,25/2/20 0:13,31,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,-,0,0,-,0,0,0
603317,24/2/20 23:52,25/2/20 0:41,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
462572,25/2/20 0:14,25/2/20 0:42,38,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1
535728,25/2/20 4:19,25/2/20 4:48,10,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,0
534192,25/2/20 7:28,25/2/20 8:00,29,5,2,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
594406,25/2/20 8:30,25/2/20 9:11,36,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
563049,25/2/20 9:03,25/2/20 9:16,21,5,2,5,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
525931,25/2/20 12:16,25/2/20 13:01,19,4,1,5,1,1,1,1,1,0,0,1,0,-,-,-,-,0,-,-,-,1,-,-,-,-,1,0,1,-,0,0
554943,25/2/20 12:19,26/2/20 21:10,18,5,2,4,0,1,1,1,0,0,0,0,0,0,1,1,0,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1
594768,25/2/20 12:35,25/2/20 15:24,34,5,2,5,0,1,1,1,1,0,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
544616,25/2/20 12:56,27/2/20 0:14,22,5,2,5,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
543653,25/2/20 14:47,25/2/20 15:53,35,5,2,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-,0,1,1
600285,25/2/20 15:03,25/2/20 16:59,34,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1
591016,25/2/20 16:28,25/2/20 16:59,36,5,2,5,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
443303,25/2/20 16:42,25/2/20 17:48,35,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,-,-,1,0
405799,25/2/20 17:22,27/2/20 18:35,29,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-,-,-,-,-,-,0,0,0
565220,25/2/20 18:59,25/2/20 23:45,27,2,2,5,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
565164,25/2/20 19:19,28/2/20 10:24,32,4,2,4,1,1,1,0,1,0,1,1,1,1,1,1,1,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1
516592,25/2/20 19:57,25/2/20 20:44,25,5,2,5,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,-,-,0
61228,25/2/20 21:40,26/2/20 0:01,32,5,2,5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,0,0,0,1,1,1
305237,25/2/20 22:38,25/2/20 23:14,35,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-,0,0,0
429649,25/2/20 22:43,29/2/20 9:15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
525448,25/2/20 23:50,26/2/20 12:22,34,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,-,0,1,1
597230,26/2/20 3:50,26/2/20 21:15,30,5,2,5,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-,-,-,-,-,0,0,1
577148,26/2/20 9:50,26/2/20 11:03,33,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
490573,26/2/20 10:24,26/2/20 10:56,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
596005,26/2/20 11:26,26/2/20 12:23,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599906,26/2/20 11:58,26/2/20 13:06,31,5,2,5,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
545337,26/2/20 14:02,27/2/20 13:37,32,5,2,5,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0
604538,26/2/20 14:09,26/2/20 14:54,37,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
594691,26/2/20 14:35,26/2/20 15:10,27,4,2,5,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,-,1,0,0
582658,26/2/20 15:11,26/2/20 15:50,29,5,1,5,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
594665,26/2/20 15:12,29/2/20 18:59,31,4,2,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,-,-,-,-,-
575218,26/2/20 16:47,28/2/20 0:57,27,5,2,5,1,1,1,1,1,1,1,1,-,1,-,1,1,1,1,-,-,1,-,-,-,-,1,0,-,0,-,-
603920,26/2/20 17:03,26/2/20 17:18,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
603920,26/2/20 17:18,26/2/20 17:23,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582759,26/2/20 18:03,26/2/20 18:57,29,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-,-,-,-,-,-,0,0,0
603325,26/2/20 21:12,26/2/20 22:03,33,3,2,5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
563537,26/2/20 21:28,26/2/20 23:44,38,5,2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
526311,26/2/20 21:33,1/3/20 23:48,27,2,2,5,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1
534824,26/2/20 21:59,26/2/20 22:25,17,3,2,5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-,0,0,0,-,0,0
542211,26/2/20 22:27,27/2/20 10:04,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598290,26/2/20 23:10,27/2/20 0:01,30,5,2,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
523426,27/2/20 1:11,27/2/20 1:15,6,2,1,2,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
557732,27/2/20 6:41,1/3/20 11:56,30,4,2,5,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1
585425,27/2/20 10:13,27/2/20 11:26,29,5,2,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,0,0,1,0,1,1
367342,27/2/20 11:04,4/3/20 18:30,24,5,2,5,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
604220,27/2/20 11:39,27/2/20 12:15,34,5,2,5,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
550280,27/2/20 12:33,27/2/20 13:07,19,5,2,5,1,1,1,1,1,1,0,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
601807,27/2/20 13:02,27/2/20 14:14,36,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
550280,27/2/20 13:13,27/2/20 13:14,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
535249,27/2/20 13:15,27/2/20 13:50,37,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
550280,27/2/20 13:15,27/2/20 13:16,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
539063,27/2/20 13:15,27/2/20 14:12,31,4,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,1,0,-,1,0,0
550280,27/2/20 13:22,27/2/20 13:23,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
555602,27/2/20 13:23,27/2/20 13:51,36,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
550280,27/2/20 13:24,27/2/20 13:28,20,5,2,5,1,1,1,1,1,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
591113,27/2/20 13:36,29/2/20 10:31,32,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
555602,27/2/20 13:53,27/2/20 14:09,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567349,27/2/20 14:34,27/2/20 15:21,33,5,2,4,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
535784,27/2/20 16:49,27/2/20 23:17,35,5,2,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
604537,27/2/20 17:25,27/2/20 18:03,38,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
597945,27/2/20 17:43,1/3/20 12:36,30,2,2,5,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
597091,27/2/20 17:57,27/2/20 18:47,34,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1
586079,27/2/20 18:12,5/3/20 17:00,27,4,2,3,1,1,1,1,1,1,1,1,-,1,0,1,0,1,1,0,1,1,1,0,0,1,-,-,-,0,1,1
587756,27/2/20 20:04,28/2/20 0:39,36,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
576090,27/2/20 21:51,7/3/20 3:15,30,5,2,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,-,-,-,-,-,0
434719,28/2/20 0:52,28/2/20 1:36,36,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
558614,28/2/20 8:38,28/2/20 8:54,29,5,2,5,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,-,1,0,0
599074,28/2/20 10:32,28/2/20 10:37,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
566270,28/2/20 11:52,29/2/20 19:49,18,4,2,5,1,1,0,0,1,1,0,0,0,-,-,-,-,0,1,1,0,0,0,-,-,-,-,-,-,0,-,1
573847,28/2/20 13:55,28/2/20 14:23,24,3,0,3,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,-,0,0,1
427233,28/2/20 16:51,28/2/20 17:30,31,5,2,4,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,-,-,-,0,1,1
568519,28/2/20 19:35,28/2/20 19:58,27,5,2,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
429649,29/2/20 9:16,29/2/20 9:16,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
563827,1/3/20 15:19,1/3/20 15:53,31,4,2,4,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-,-,-
511460,1/3/20 17:58,1/3/20 21:34,24,5,2,5,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,-,-,-,-,-,-,-,-,1
573565,1/3/20 18:59,1/3/20 19:47,36,5,2,5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
598393,1/3/20 20:29,1/3/20 22:48,30,5,1,5,1,1,1,1,1,0,0,1,1,-,1,1,1,1,1,1,1,-,1,-,-,-,1,1,0,-,1,1
543426,1/3/20 21:47,8/3/20 20:41,32,4,2,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,0,1,0
598698,2/3/20 19:03,2/3/20 19:32,19,1,2,4,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
598698,2/3/20 19:36,2/3/20 19:46,29,4,2,5,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0
563045,2/3/20 21:42,2/3/20 22:28,34,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
578257,3/3/20 9:42,10/3/20 8:58,11,3,2,3,1,0,0,0,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
602961,3/3/20 13:41,3/3/20 14:16,28,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,-,-,-,0,-,-,0,0,1
602961,3/3/20 14:18,3/3/20 14:30,33,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-,-,-,-,-,-,1,1,1
557022,4/3/20 14:33,4/3/20 15:41,21,4,2,5,1,1,0,1,1,0,1,1,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
613178,4/3/20 15:28,8/3/20 16:04,31,5,2,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0
603084,4/3/20 20:23,4/3/20 21:25,34,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
643866,4/3/20 23:46,6/3/20 14:48,27,4,2,5,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1
585750,5/3/20 1:13,5/3/20 1:25,15,5,2,4,0,0,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
452811,5/3/20 16:08,5/3/20 17:28,30,4,2,4,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-,-,1,1,1,-,0,1
